year,term,college_id,crn,course_name,dept,campus,course_num,num
2016,Fall,4,1402,College Physics 1 Lab,PHY,M,PHY_2221,2221
2017,Fall,4,1402,College Physics 1 Lab,PHY,M,PHY_2221,2221
2018,Fall,4,1402,College Physics 1 Lab,PHY,M,PHY_2221,2221
2019,Fall,1,1402,ECE Capstone Projects 2,EEE,M,EEE_4822,4822
2014,Fall,2,1403,Basic Design 1,ART,M,ART_1113,1113
2016,Fall,4,1403,College Physics 1 Lab,PHY,M,PHY_2221,2221
2017,Fall,4,1403,College Physics 1 Lab,PHY,M,PHY_2221,2221
2018,Fall,4,1403,College Physics 1 Lab,PHY,M,PHY_2221,2221
2019,Fall,1,1403,CE Projects 1,EEE,M,EEE_4831,4831
2014,Fall,2,1404,Basic Design 1,ART,M,ART_1113,1113
2016,Fall,4,1404,College Physics 1 Lab,PHY,M,PHY_2221,2221
2017,Fall,4,1404,College Physics 1 Lab,PHY,M,PHY_2221,2221
2018,Fall,4,1404,College Physics 1 Lab,PHY,M,PHY_2221,2221
2016,Fall,4,1405,College Physics 1 Lab,PHY,M,PHY_2221,2221
2017,Fall,4,1405,College Physics 1 Lab,PHY,M,PHY_2221,2221
2018,Fall,4,1405,College Physics 1 Lab,PHY,M,PHY_2221,2221
2014,Fall,2,1406,Basic Design 1,ART,M,ART_1113,1113
2016,Fall,4,1406,College Physics 1 Lab,PHY,M,PHY_2221,2221
2017,Fall,4,1406,College Physics 1 Lab,PHY,M,PHY_2221,2221
2018,Fall,4,1406,College Physics 1 Lab,PHY,M,PHY_2221,2221
2014,Fall,2,1407,Basic Design 1,ART,M,ART_1113,1113
2016,Fall,4,1407,College Physics 1 Lab,PHY,M,PHY_2221,2221
2017,Fall,4,1407,College Physics 1 Lab,PHY,M,PHY_2221,2221
2018,Fall,4,1407,College Physics 1 Lab,PHY,M,PHY_2221,2221
2014,Fall,2,1408,Basic Design 1,ART,M,ART_1113,1113
2016,Fall,4,1408,College Physics 1 Lab,PHY,M,PHY_2221,2221
2017,Fall,4,1408,College Physics 1 Lab,PHY,M,PHY_2221,2221
2018,Fall,4,1408,College Physics 1 Lab,PHY,M,PHY_2221,2221
2014,Fall,2,1409,Basic Design 2,ART,M,ART_1133,1133
2016,Fall,4,1409,College Physics 1 Lab,PHY,M,PHY_2221,2221
2017,Fall,4,1409,College Physics 1 Lab,PHY,M,PHY_2221,2221
2018,Fall,4,1409,College Physics 1 Lab,PHY,M,PHY_2221,2221
2014,Fall,2,1410,Basic Design 2,ART,M,ART_1133,1133
2016,Fall,4,1410,College Physics 2,PHY,M,PHY_2223,2223
2014,Fall,2,1411,Visual Communication 1,ARC,M,ARC_1213,1213
2016,Fall,4,1411,College Physics 2,PHY,M,PHY_2223,2223
2017,Fall,4,1411,College Physics 2,PHY,M,PHY_2223,2223
2018,Fall,4,1411,College Physics 2,PHY,M,PHY_2223,2223
2014,Fall,2,1412,Visual Communication 1,ARC,M,ARC_1213,1213
2016,Fall,4,1412,College Physics 2 Lab,PHY,M,PHY_2231,2231
2017,Fall,4,1412,College Physics 2 Lab,PHY,M,PHY_2231,2231
2018,Fall,4,1412,College Physics 2 Lab,PHY,M,PHY_2231,2231
2014,Fall,2,1413,Visual Communication 1,ARC,M,ARC_1213,1213
2016,Fall,4,1413,College Physics 2 Lab,PHY,M,PHY_2231,2231
2017,Fall,4,1413,College Physics 2 Lab,PHY,M,PHY_2231,2231
2018,Fall,4,1413,College Physics 2 Lab,PHY,M,PHY_2231,2231
2014,Fall,2,1414,Visual Communication 1,ARC,M,ARC_1213,1213
2016,Fall,4,1414,University Physics 1,PHY,M,PHY_2413,2413
2014,Fall,2,1415,Visual Communication 1,ARC,M,ARC_1213,1213
2016,Fall,4,1415,University Physics 1 (Honors),PHY,M,PHY_2413,2413
2014,Fall,2,1416,Visual Communication 2,ARC,M,ARC_1223,1223
2016,Fall,4,1416,University Physics 1,PHY,M,PHY_2413,2413
2017,Fall,4,1416,University Physics 1,PHY,M,PHY_2413,2413
2018,Fall,4,1416,University Physics 1,PHY,M,PHY_2413,2413
2019,Fall,4,1416,Logic,MCS,OL,MCS_1203,1203
2014,Fall,2,1417,Integrated Design 1,ARC,M,ARC_2117,2117
2016,Fall,4,1417,University Physics 1,PHY,M,PHY_2413,2413
2017,Fall,4,1417,University Physics 1,PHY,M,PHY_2413,2413
2018,Fall,4,1417,University Physics 1,PHY,M,PHY_2413,2413
2019,Fall,2,1417,Integrated Design 1,ARC,M,ARC_2116,2116
2014,Fall,2,1418,Integrated Design 1,ARC,M,ARC_2117,2117
2016,Fall,4,1418,University Physics 1,PHY,M,PHY_2413,2413
2017,Fall,4,1418,University Physics 1,PHY,M,PHY_2413,2413
2018,Fall,4,1418,University Physics 1,PHY,M,PHY_2413,2413
2019,Fall,2,1418,Integrated Design 1,ARC,M,ARC_2116,2116
2014,Fall,2,1419,Integrated Design 1,ARC,M,ARC_2117,2117
2016,Fall,4,1419,University Physics 1 Lab,PHY,M,PHY_2421,2421
2017,Fall,4,1419,University Physics 1 Lab,PHY,M,PHY_2421,2421
2018,Fall,4,1419,University Physics 1 Lab,PHY,M,PHY_2421,2421
2019,Fall,2,1419,Integrated Design 1,ARC,M,ARC_2116,2116
2014,Fall,2,1420,Integrated Design 1,ARC,M,ARC_2117,2117
2016,Fall,4,1420,University Physics 1 Lab,PHY,M,PHY_2421,2421
2017,Fall,4,1420,University Physics 1 Lab,PHY,M,PHY_2421,2421
2018,Fall,4,1420,University Physics 1 Lab,PHY,M,PHY_2421,2421
2019,Fall,2,1420,Integrated Design 3,ARC,M,ARC_3116,3116
2014,Fall,2,1421,Integrated Design 1,ARC,M,ARC_2117,2117
2016,Fall,4,1421,University Physics 1 Lab,PHY,M,PHY_2421,2421
2017,Fall,4,1421,University Physics 1 Lab,PHY,M,PHY_2421,2421
2018,Fall,4,1421,University Physics 1 Lab,PHY,M,PHY_2421,2421
2019,Fall,2,1421,Integrated Design 3,ARC,M,ARC_3116,3116
2014,Fall,2,1422,Integrated Design 1,ARC,GRC,ARC_2117,2117
2016,Fall,4,1422,University Physics 1 Lab,PHY,M,PHY_2421,2421
2017,Fall,4,1422,University Physics 1 Lab,PHY,M,PHY_2421,2421
2018,Fall,4,1422,University Physics 1 Lab,PHY,M,PHY_2421,2421
2019,Fall,2,1422,Integrated Design 3,ARC,M,ARC_3116,3116
2014,Fall,2,1423,Building Systems 1,ARC,M,ARC_2313,2313
2016,Fall,4,1423,University Physics 1 Lab,PHY,M,PHY_2421,2421
2017,Fall,4,1423,University Physics 1 Lab,PHY,M,PHY_2421,2421
2018,Fall,4,1423,University Physics 1 Lab,PHY,M,PHY_2421,2421
2019,Fall,4,1423,Survey of Calculus,MCS,M,MCS_1224,1224
2014,Fall,2,1424,Building Systems 1,ARC,M,ARC_2313,2313
2016,Fall,4,1424,University Physics 1 Lab,PHY,M,PHY_2421,2421
2017,Fall,4,1424,University Physics 1 Lab,PHY,M,PHY_2421,2421
2018,Fall,4,1424,University Physics 1 Lab,PHY,M,PHY_2421,2421
2019,Fall,4,1424,Survey of Calculus,MCS,M,MCS_1224,1224
2014,Fall,2,1425,Building Systems 1,ARC,M,ARC_2313,2313
2016,Fall,4,1425,University Physics 1 Lab,PHY,M,PHY_2421,2421
2017,Fall,4,1425,University Physics 1 Lab,PHY,M,PHY_2421,2421
2018,Fall,4,1425,University Physics 1 Lab,PHY,M,PHY_2421,2421
2019,Fall,2,1425,Integrated Design 5,ARC,M,ARC_4116,4116
2014,Fall,2,1426,Building Systems 1,ARC,M,ARC_2313,2313
2016,Fall,4,1426,University Physics 1 Lab,PHY,M,PHY_2421,2421
2017,Fall,4,1426,University Physics 1 Lab,PHY,M,PHY_2421,2421
2018,Fall,4,1426,University Physics 1 Lab,PHY,M,PHY_2421,2421
2016,Fall,4,1427,University Physics 1 Lab,PHY,M,PHY_2421,2421
2017,Fall,4,1427,University Physics 1 Lab,PHY,M,PHY_2421,2421
2019,Fall,2,1427,Basic Structures,ARC,M,ARC_2513,2513
2014,Fall,2,1428,Building Systems 1,ARC,M,ARC_2313,2313
2016,Fall,4,1428,University Physics 2,PHY,M,PHY_2423,2423
2017,Fall,4,1428,University Physics 2,PHY,M,PHY_2423,2423
2018,Fall,4,1428,University Physics 2,PHY,M,PHY_2423,2423
2014,Fall,2,1429,Visual Communication 3,ARC,M,ARC_2813,2813
2016,Fall,4,1429,University Physics 2,PHY,M,PHY_2423,2423
2017,Fall,4,1429,University Physics 2,PHY,M,PHY_2423,2423
2018,Fall,4,1429,University Physics 2,PHY,M,PHY_2423,2423
2019,Fall,1,1429,Mech Engineer Graphics,EME,M,EME_2012,2012
2014,Fall,2,1430,Visual Communication 3,ARC,M,ARC_2813,2813
2016,Fall,4,1430,University Physics 2 Lab,PHY,M,PHY_2431,2431
2017,Fall,4,1430,University Physics 2 Lab,PHY,M,PHY_2431,2431
2018,Fall,4,1430,University Physics 2 Lab,PHY,M,PHY_2431,2431
2019,Fall,4,1430,Calculus 1,MCS,M,MCS_1414,1414
2014,Fall,2,1431,Visual Communication 4,ARC,M,ARC_3823,3823
2016,Fall,4,1431,University Physics 2 Lab,PHY,M,PHY_2431,2431
2017,Fall,4,1431,University Physics 2 Lab,PHY,M,PHY_2431,2431
2018,Fall,4,1431,University Physics 2 Lab,PHY,M,PHY_2431,2431
2019,Fall,4,1431,Calculus 1,MCS,M,MCS_1414,1414
2014,Fall,2,1432,Integrated Design 3,ARC,M,ARC_3117,3117
2019,Fall,4,1432,Calculus 1,MCS,M,MCS_1414,1414
2014,Fall,2,1433,Integrated Design 3,ARC,M,ARC_3117,3117
2019,Fall,4,1433,Calculus 1 (Honors),MCS,M,MCS_1414,1414
2014,Fall,2,1434,Integrated Design 3,ARC,M,ARC_3117,3117
2019,Fall,4,1434,Calculus 2,MCS,M,MCS_1424,1424
2014,Fall,2,1435,Integrated Design 3,ARC,M,ARC_3117,3117
2019,Fall,4,1435,Calculus 2,MCS,M,MCS_1424,1424
2014,Fall,2,1436,Integrated Design 3,ARC,M,ARC_3117,3117
2019,Fall,4,1436,Calculus 2,MCS,M,MCS_1424,1424
2016,Fall,4,1437,Advanced Intensive Reading,ESL,M,ESL_00252,00252
2019,Fall,4,1437,Calculus 2,MCS,M,MCS_1424,1424
2014,Fall,2,1438,Integrated Design 3,ARC,M,ARC_3117,3117
2019,Fall,4,1438,Calculus 2,MCS,M,MCS_1424,1424
2014,Fall,2,1439,Integrated Design 3,ARC,SA,ARC_3117,3117
2016,Fall,4,1439,Developmental Psychology,PSY,M,PSY_2613,2613
2017,Fall,4,1439,Developmental Psychology,PSY,M,PSY_2613,2613
2014,Fall,2,1440,History Designed Environment 1,ARC,M,ARC_3613,3613
2016,Fall,4,1440,Social Psychology,PSY,M,PSY_3623,3623
2017,Fall,4,1440,Social Psychology,PSY,M,PSY_3623,3623
2018,Fall,4,1440,Social Psychology,PSY,M,PSY_3623,3623
2019,Fall,4,1440,Calculus 3,MCS,M,MCS_2414,2414
2014,Fall,2,1441,History Designed Environment 1,ARC,M,ARC_3613,3613
2019,Fall,4,1441,Calculus 3 (Honors),MCS,M,MCS_2414,2414
2016,Fall,4,1442,Senior Research Project 1,PSY,M,PSY_4912,4912
2017,Fall,4,1442,Senior Research Project 1,PSY,M,PSY_4912,4912
2019,Fall,4,1442,Calculus 3,MCS,M,MCS_2414,2414
2014,Fall,2,1443,Arch Des Studio 5,ARC,M,ARC_4114,4114
2016,Fall,3,1443,Fundamentals of Financial Acct,ACC,OL,ACC_5003,5003
2017,Fall,3,1443,Fundamentals of Financial Acct,ACC,OL,ACC_5003,5003
2018,Fall,3,1443,Fundamentals of Financial Acct,ACC,OL,ACC_5003,5003
2019,Fall,4,1443,Differential Equations,MCS,M,MCS_2423,2423
2014,Fall,2,1444,Arch Des Studio 5,ARC,M,ARC_4114,4114
2016,Fall,3,1444,Managerial Accounting,ACC,M,ACC_6003,6003
2017,Fall,3,1444,Managerial Accounting,ACC,M,ACC_6003,6003
2018,Fall,3,1444,Managerial Accounting,ACC,M,ACC_6003,6003
2019,Fall,4,1444,Differential Equations,MCS,M,MCS_2423,2423
2016,Fall,3,1445,Business Appl. Programming,INT,M,INT_5024,5024
2017,Fall,3,1445,Business Appl. Programming,INT,M,INT_5024,5024
2018,Fall,3,1445,Business Appl. Programming,INT,M,INT_5024,5024
2019,Fall,4,1445,Differential Equations,MCS,M,MCS_2423,2423
2014,Fall,2,1446,Allied Design:Des Dev,ARC,M,ARC_4214,4214
2016,Fall,3,1446,Enterprise Information Tech,INT,M,INT_6043,6043
2017,Fall,3,1446,Enterprise Information Tech,INT,M,INT_6043,6043
2018,Fall,3,1446,Mgt. Info. Systems,INT,M,INT_6043,6043
2019,Fall,4,1446,Discrete Mathematics,MCS,M,MCS_2523,2523
2014,Fall,2,1447,Allied Des:Sustain Arc,ARC,M,ARC_4224,4224
2016,Fall,3,1447,Database Modeling and Adm.,INT,M,INT_6113,6113
2017,Fall,3,1447,Database Modeling and Adm.,INT,M,INT_6113,6113
2019,Fall,4,1447,Probability & Statistics,MCS,M,MCS_3403,3403
2014,Fall,2,1448,Allied Des:Theory/Comp,ARC,M,ARC_4274,4274
2016,Fall,3,1448,Systems Analysis and Design,INT,M,INT_6123,6123
2017,Fall,3,1448,Systems Analysis and Design,INT,M,INT_6123,6123
2019,Fall,4,1448,Probability & Statistics,MCS,M,MCS_3403,3403
2014,Fall,2,1449,Multidisciplinary Studio,ARC,DTN,ARC_4324,4324
2016,Fall,3,1449,Enterprise IT Infrastructure,INT,M,INT_6143,6143
2017,Fall,3,1449,Enterprise IT Infrastructure,INT,M,INT_6143,6143
2018,Fall,3,1449,Enterpr Network Infrastructure,INT,M,INT_6143,6143
2019,Fall,4,1449,Probability & Statistics,MCS,M,MCS_3403,3403
2016,Fall,3,1450,Managing Outsourced Projects,INT,OL,INT_6253,6253
2019,Fall,4,1450,Linear Algebra,MCS,M,MCS_3863,3863
2014,Fall,2,1451,Allied Design:Inter Ar,ARC,M,ARC_4234,4234
2016,Fall,3,1451,Emerging Technologies,INT,M,INT_7213,7213
2017,Fall,3,1451,Emerging Technologies,INT,M,INT_7213,7213
2018,Fall,3,1451,Bus Analytics & Intelligence,INT,M,INT_7213,7213
2019,Fall,4,1451,Linear Algebra,MCS,M,MCS_3863,3863
2016,Fall,3,1452,Enterprise Systems Security,INT,M,INT_7223,7223
2017,Fall,3,1452,Enterprise Systems Security,INT,M,INT_7223,7223
2018,Fall,3,1452,Cybersecurity,INT,M,INT_7223,7223
2019,Fall,1,1452,Alternative Energy Engineering,EME,M,EME_5373,5373
2014,Fall,2,1453,Allied Design:Inter Ar,ARC,DTN,ARC_4234,4234
2016,Fall,3,1453,Bus. Analytics & Data Mining,INT,M,INT_7513,7513
2017,Fall,3,1453,Bus. Analytics & Data Mining,INT,M,INT_7513,7513
2018,Fall,3,1453,Info. Retrieval & Data Mining,INT,M,INT_7513,7513
2019,Fall,1,1453,Body and Chassis Systems,EME,M,EME_6333,6333
2014,Fall,2,1454,Allied Design:Urban Des,ARC,SA,ARC_4264,4264
2016,Fall,3,1454,Info Tech Integration,INT,M,INT_7593,7593
2017,Fall,3,1454,Info Tech Integration,INT,M,INT_7593,7593
2018,Fall,3,1454,IT Capstone,INT,M,INT_7593,7593
2019,Fall,1,1454,Digital Control Systems,EEE,M,EEE_5534,5534
2014,Fall,2,1455,HVAC & Water Systems,ARC,M,ARC_3423,3423
2016,Fall,3,1455,Bus Appl Statistical Analysis,MBA,M,MBA_5013,5013
2017,Fall,3,1455,Bus Appl Statistical Analysis,MBA,M,MBA_5013,5013
2019,Fall,1,1455,Mechanical Vibrations,EME,M,EME_5213,5213
2014,Fall,2,1456,HVAC & Water Systems,ARC,M,ARC_3423,3423
2016,Fall,3,1456,Human Resource Management,MBA,M,MBA_6013,6013
2019,Fall,2,1456,TD Studio 1C,ATD,M,ATD_1914,1914
2014,Fall,2,1457,HVAC & Water Systems,ARC,M,ARC_3423,3423
2016,Fall,3,1457,Global Business Economics,MBA,M,MBA_6023,6023
2017,Fall,3,1457,Global Business Economics,MBA,M,MBA_6023,6023
2019,Fall,2,1457,Digital Surface 1,ATD,M,ATD_2813,2813
2014,Fall,2,1458,"Acoust, Elect & Illum Sys",ARC,M,ARC_4443,4443
2016,Fall,3,1458,Global Business Economics,MBA,OL,MBA_6023,6023
2019,Fall,2,1458,TD Studio 3E,ATD,M,ATD_2816,2816
2014,Fall,2,1459,"Acoust, Elect & Illum Sys",ARC,M,ARC_4443,4443
2016,Fall,3,1459,Financial Management,MBA,M,MBA_6033,6033
2019,Fall,2,1459,TD Design Studio 5I,ATD,M,ATD_3716,3716
2014,Fall,2,1460,Structures 1,ARC,M,ARC_2514,2514
2016,Fall,3,1460,Global Leadership,MBA,M,MBA_6043,6043
2017,Fall,3,1460,Global Leadership,MBA,OL,MBA_6043,6043
2018,Fall,3,1460,Global Leadership,MBA,OL,MBA_6043,6043
2019,Fall,2,1460,IDC A,ATD,M,ATD_3616,3616
2014,Fall,2,1461,Structures 1,ARC,M,ARC_2514,2514
2016,Fall,3,1461,Global Leadership,MBA,OL,MBA_6043,6043
2017,Fall,3,1461,Global Leadership,MBA,MTC,MBA_6043,6043
2018,Fall,3,1461,Global Leadership,MBA,M,MBA_6043,6043
2014,Fall,2,1462,Structures 1,ARC,M,ARC_2514,2514
2019,Fall,2,1462,Rapid Technology,ATD,M,ATD_4414,4414
2014,Fall,2,1463,Structures 1,ARC,M,ARC_2514,2514
2019,Fall,2,1463,Professional Practice,ATD,M,ATD_4513,4513
2014,Fall,2,1464,Structures 2,ARC,M,ARC_3523,3523
2016,Fall,3,1464,Strategic Marketing Management,MBA,M,MBA_6053,6053
2017,Fall,3,1464,Strategic Marketing Management,MBA,M,MBA_6053,6053
2018,Fall,3,1464,Strategic Marketing Management,MBA,M,MBA_6053,6053
2019,Fall,2,1464,TD Studio 7T,ATD,M,ATD_4516,4516
2014,Fall,2,1465,Structures 3,ARC,M,ARC_4533,4533
2019,Fall,2,1465,PD Methodology 1,IDD,M,IDD_1113,1113
2014,Fall,2,1466,Structures 3,ARC,M,ARC_4533,4533
2016,Fall,3,1466,Oper & Supply Chain Mgmt,MBA,M,MBA_6063,6063
2017,Fall,3,1466,Oper & Supply Chain Mgmt,MBA,M,MBA_6063,6063
2018,Fall,3,1466,Oper & Supply Chain Mgmt,MBA,M,MBA_6063,6063
2014,Fall,2,1467,Structures 3,ARC,M,ARC_4533,4533
2019,Fall,2,1467,ID Studio - 1,IDD,M,IDD_1114,1114
2014,Fall,2,1468,Structures 3,ARC,M,ARC_4533,4533
2016,Fall,3,1468,Global Strategic Management,MBA,M,MBA_6073,6073
2017,Fall,3,1468,Global Strategic Management,MBA,M,MBA_6073,6073
2018,Fall,3,1468,Global Strategic Management,MBA,M,MBA_6073,6073
2019,Fall,2,1468,ID Studio - 5,IDD,M,IDD_3316,3316
2014,Fall,2,1469,Structures 4,ARC,M,ARC_4543,4543
2019,Fall,2,1469,ID Studio 7,IDD,M,IDD_4516,4516
2014,Fall,2,1470,Structures 4,ARC,M,ARC_4543,4543
2016,Fall,3,1470,Project Management,MBA,M,MBA_7063,7063
2017,Fall,3,1470,Project Management,MBA,M,MBA_7063,7063
2018,Fall,3,1470,Project Management,MBA,M,MBA_7063,7063
2014,Fall,2,1471,Structures 4,ARC,M,ARC_4543,4543
2019,Fall,3,1471,Financial Management,FIN,M,FIN_3103,3103
2014,Fall,2,1472,Intro to Digital Fabrication,ARC,M,ARC_3213,3213
2016,Fall,3,1472,Project Risk & Quality Mgmt,MBA,OL,MBA_7173,7173
2019,Fall,3,1472,Strat Mgt and Business Policy,MGT,M,MGT_4213,4213
2019,Fall,1,1473,Safety Engineering,EME,M,EME_4333,4333
2019,Fall,1,1474,Intro to Arch Eng,EAE,M,EAE_1081,1081
2019,Fall,1,1475,Elec Sys 1: Lighting,EAE,M,EAE_3113,3113
2019,Fall,1,1476,Electrical Systems 2: Power,EAE,M,EAE_4113,4113
2014,Fall,2,1477,Directed Study,ARC,M,ARC_3011,3011
2016,Fall,3,1477,Intro to Financial Accounting,ACC,M,ACC_2013,2013
2017,Fall,3,1477,Intro to Financial Accounting,ACC,M,ACC_2013,2013
2018,Fall,3,1477,Intro to Financial Accounting,ACC,M,ACC_2013,2013
2019,Fall,1,1477,Materials Laboratory,EME,M,EME_2011,2011
2014,Fall,2,1478,Directed Study,ARC,M,ARC_3012,3012
2016,Fall,3,1478,Human Resource Management,HRM,M,HRM_3023,3023
2017,Fall,3,1478,Human Resource Management,HRM,M,HRM_3023,3023
2018,Fall,3,1478,Human Resource Management,HRM,M,HRM_3023,3023
2019,Fall,4,1478,Technical and Prof Comm,COM,M,COM_2103,2103
2014,Fall,2,1479,Directed Study,ARC,M,ARC_3013,3013
2016,Fall,3,1479,Introduction to Business Law,MGT,M,MGT_2113,2113
2017,Fall,3,1479,Introduction to Business Law,MGT,M,MGT_2113,2113
2018,Fall,3,1479,Introduction to Business Law,MGT,M,MGT_2113,2113
2019,Fall,3,1479,Directed Practical Training I,MIS,M,MIS_6231,6231
2016,Fall,3,1480,Introduction to Business Law,MGT,OL,MGT_2113,2113
2019,Fall,1,1480,Circuits 2,EEE,M,EEE_3124,3124
2014,Fall,2,1481,Research Methods,ARC,OL,ARC_5013,5013
2016,Fall,3,1481,Principles of Management,MGT,M,MGT_2203,2203
2017,Fall,3,1481,Principles of Management,MGT,M,MGT_2203,2203
2018,Fall,3,1481,Principles of Management,MGT,M,MGT_2203,2203
2019,Fall,1,1481,Advanced Electronics,EEE,M,EEE_4323,4323
2014,Fall,2,1482,Research Methods,ARC,M,ARC_5013,5013
2019,Fall,3,1482,Database Systems II,INT,M,INT_3803,3803
2016,Fall,3,1483,New Vent & Mg Entrepre Oper,MGT,M,MGT_3013,3013
2019,Fall,3,1483,Systems Analysis & Design,INT,M,INT_4203,4203
2016,Fall,3,1484,International Trade,MGT,M,MGT_3033,3033
2017,Fall,3,1484,International Trade,MGT,M,MGT_3033,3033
2018,Fall,3,1484,International Trade,MGT,M,MGT_3033,3033
2016,Fall,3,1485,Business Internship,MGT,M,MGT_3053,3053
2017,Fall,3,1485,Business Internship,MGT,M,MGT_3053,3053
2018,Fall,3,1485,Business Internship,MGT,M,MGT_3053,3053
2014,Fall,2,1486,Intro to Digital Fabrication,ARC,M,ARC_5202,5202
2016,Fall,3,1486,Project Management,MGT,M,MGT_3103,3103
2017,Fall,3,1486,Project Management,MGT,M,MGT_3103,3103
2018,Fall,3,1486,Project Management,MGT,M,MGT_3103,3103
2019,Fall,1,1486,Intro to ECE,EEE,M,EEE_1001,1001
2016,Fall,3,1487,Operations Management,MGT,M,MGT_3113,3113
2017,Fall,3,1487,Operations Management,MGT,M,MGT_3113,3113
2018,Fall,3,1487,Operations Management,MGT,M,MGT_3113,3113
2019,Fall,4,1487,Foundations of American Exp,SSC,M,SSC_2413,2413
2016,Fall,3,1488,Management Internship 2,MGT,M,MGT_4053,4053
2017,Fall,3,1488,Management Internship 2,MGT,M,MGT_4053,4053
2018,Fall,3,1488,Management Internship 2,MGT,M,MGT_4053,4053
2019,Fall,4,1488,Principles of Economics,SSC,M,SSC_2303,2303
2014,Fall,2,1489,Ecological Issues,ARC,M,ARC_5423,5423
2016,Fall,3,1489,Principles of Marketing,MKT,M,MKT_2013,2013
2017,Fall,3,1489,Principles of Marketing,MKT,M,MKT_2013,2013
2018,Fall,3,1489,Principles of Marketing,MKT,M,MKT_2013,2013
2019,Fall,4,1489,Calculus 1,MCS,M,MCS_1414,1414
2014,Fall,2,1490,Ecological Issues,ARC,OL,ARC_5423,5423
2016,Fall,3,1490,Info Tech Mgt,INT,M,INT_3103,3103
2017,Fall,3,1490,Info Tech Mgt,INT,M,INT_3103,3103
2016,Fall,3,1491,"eBusiness Strat, Arch & Design",INT,OL,INT_3603,3603
2017,Fall,3,1491,"eBusiness Strat, Arch & Design",INT,OL,INT_3603,3603
2019,Fall,4,1491,College Composition,COM,M,COM_1103,1103
2019,Fall,4,1492,University Chemistry 1,CHM,M,CHM_1213,1213
2014,Fall,2,1493,Design Theory,ARC,M,ARC_5643,5643
2019,Fall,4,1493,University Chemistry 1,CHM,M,CHM_1213,1213
2014,Fall,2,1494,Design Theory,ARC,OL,ARC_5643,5643
2016,Fall,3,1494,IT Bus Strat,INT,M,INT_4303,4303
2017,Fall,3,1494,IT Bus Strat,INT,M,INT_4303,4303
2019,Fall,4,1494,Soc Resp/Communication Action,SSC,OL,SSC_6013,6013
2014,Fall,2,1495,Sustainable Urbanism,ARC,M,ARC_5693,5693
2019,Fall,1,1495,Digital Signal Processing,EEE,M,EEE_5654,5654
2014,Fall,2,1496,Urban Studio 1,ARC,DTN,ARC_5714,5714
2016,Fall,3,1496,Advanced Topics,MGT,DL,MGT_8083,8083
2019,Fall,2,1496,ID Studio 3,IDD,M,IDD_2216,2216
2014,Fall,2,1497,Urban Design Methods,ARC,OL,ARC_5742,5742
2019,Fall,2,1497,Virtual Visualization 1,IDD,M,IDD_2213,2213
2016,Fall,3,1498,Adv Topics in Research Methods,RES,DL,RES_7043,7043
2019,Fall,3,1498,Project Management,MBA,OL,MBA_7063,7063
2014,Fall,2,1499,ST: Exhibit Design & Graphics,ARC,M,ARC_5882,5882
2019,Fall,4,1500,Biology 1,BIO,M,BIO_1213,1213
2014,Fall,2,1501,Concentrations in Architecture,ARC,OL,ARC_5991,5991
2019,Fall,4,1501,University Chem 1 Lab,CHM,M,CHM_1221,1221
2014,Fall,2,1502,ST: Public Interest Design,ARC,M,ARC_6002,6002
2019,Fall,4,1502,Introductory Astronomy,PHY,M,PHY_1213,1213
2019,Fall,4,1503,Introductory Astronomy Lab,PHY,M,PHY_1221,1221
2014,Fall,2,1504,Adv. Design Studio 1,ARC,M,ARC_5814,5814
2019,Fall,4,1504,College Physics 2,PHY,M,PHY_2223,2223
2014,Fall,2,1505,Adv. Design Studio 1,ARC,M,ARC_5814,5814
2019,Fall,4,1505,College Physics 2 Lab,PHY,M,PHY_2231,2231
2014,Fall,2,1506,Adv. Design Studio 1,ARC,M,ARC_5814,5814
2019,Fall,4,1506,University Physics 1,PHY,M,PHY_2413,2413
2019,Fall,4,1507,University Physics 1,PHY,M,PHY_2413,2413
2019,Fall,4,1508,University Physics 2 Lab,PHY,M,PHY_2431,2431
2014,Fall,2,1509,Adv. Design Studio 1,ARC,OL,ARC_5814,5814
2019,Fall,1,1509,Advanced Dynamics,EME,M,EME_5333,5333
2014,Fall,2,1510,Adv. Design Studio 1,ARC,OL,ARC_5814,5814
2019,Fall,3,1510,Database Modeling and Adm.,INT,OL,INT_6113,6113
2014,Fall,2,1511,Adv. Design Studio 1,ARC,OL,ARC_5814,5814
2019,Fall,3,1511,Systems Analysis and Design,INT,OL,INT_6123,6123
2014,Fall,2,1512,Adv. Design Studio 1,ARC,OL,ARC_5814,5814
2019,Fall,3,1512,"Threats, Vul, Sec Cont, & CM",INT,OL,INT_7263,7263
2014,Fall,2,1513,Adv. Design Studio 1,ARC,OL,ARC_5814,5814
2019,Fall,3,1513,Simulation and Mgt Science,MGT,M,MGT_4023,4023
2019,Fall,1,1514,Audio Acoustics,TAS,PLY,TAS_3034,3034
2014,Fall,2,1515,Professional Practice,ARC,OL,ARC_5913,5913
2019,Fall,4,1515,Advanced Eng Mathematics,MCS,M,MCS_3413,3413
2014,Fall,2,1516,Professional Practice,ARC,OL,ARC_5913,5913
2019,Fall,4,1516,Intermediate Algebra/Geometry,MCS,M,MCS_0054,0054
2016,Fall,4,1517,Modern Poetry,LLT,M,LLT_3543,3543
2019,Fall,4,1517,Calculus 2,MCS,M,MCS_1424,1424
